record_no,syszone,use_type,inst_date,material,joint,joint_type,cathodic,diameter,length_ft
6604,536201,dist,8/1/1965,DI,EQ joint,robust,,10,392.5905137
6605,980012,dist,8/1/1943,CI,Caulked,rigid,Y,10,64.73778283
6606,553601,dist,12/1/1988,AC,B&S,rigid,,2,65.38763932
6607,553601,dist,1/1/1950,CI,Caulked,rigid,Y,2,28.50833867
6608,536202,dist,4/1/1943,CI,Caulked,rigid,,6,1265.230715
6609,980012,dist,12/1/1945,CI,Caulked,rigid,,12,16.29294406
6610,980012,dist,6/1/1949,STL,Arc-welded,robust,,10,420.6212402
6611,980012,dist,12/1/1978,CI,Caulked,rigid,,5,11.19095889
6612,980012,dist,7/1/1976,CI,Caulked,rigid,,11,459.5113083
6613,980012,dist,2/1/1973,CI,Caulked,rigid,,2,254.1296143
6614,980012,dist,6/1/1936,DI,Rubber Gasket,flexible,,11,253.8483552
6615,980012,dist,6/1/1966,STL,,,,17,54.5279253
6618,980012,dist,5/1/1926,CI,,,Y,4,212.0015227
6619,543321,dist,7/1/1942,CI,,,Y,20,1044.420308
6620,541500,dist,8/1/1978,AC,,,,8,49.85464403
6621,980002,trunk,3/1/1995,STL,Gas welded,brittle,,70,462.7752301
6622,577605,trunk,7/1/1975,STL,,,,39,1088.546531
6623,543305,dist,1/1/1955,CI,Caulked,rigid,Y,19,2968.305012
6624,543203,dist,9/1/1971,CI,Caulked,rigid,,10,68.37991146
6625,570304,trunk,10/1/1947,STL,,,,33,2444.948397
6626,571502,trunk,9/1/1965,STL,Arc-welded,robust,Y,61,784.4501577
6627,571502,trunk,9/1/1932,STL,,,,58,334.0961644
6628,572001,dist,12/1/1975,CI,Caulked,rigid,,6,862.4932082
6629,980018,dist,9/1/1913,DI,,,,5,407.6923618
6630,573401,dist,9/1/1916,CI,Caulked,rigid,,24,1008.460231
6631,572201,trunk,1/1/1931,STL,Arc-welded,robust,Y,68,687.5213194
6632,570504,trunk,5/1/1949,STL,Gas welded,brittle,,57,789.7908379
6633,573401,dist,7/1/1940,CI,Caulked,rigid,Y,22,463.3177704
6634,542200,dist,10/1/1985,CI,,,,10,90.61600044
6635,542106,dist,1897-6-1,STL,Gas welded,brittle,,16,123.8631319
6636,573601,other,2/1/1958,DI,,,,1,33.38925822
6637,555212,other,3/1/1925,CI,,,,5,352.0416321
6638,555212,other,10/1/1920,CI,Rubber Gasket,flexible,Y,5,827.3203303
6639,555107,other,10/1/1954,CI,Caulked,rigid,Y,20,471.8346653
6640,555107,other,6/1/1954,STL,,,,2,24.02761336
6641,573700,other,10/1/1950,CI,Caulked,rigid,Y,23,1355.16593
6642,573700,other,12/1/1950,DI,,,,11,31.80465167
6643,554521,dist,6/1/1941,CI,Caulked,rigid,,12,203.6766711
6644,553100,dist,12/1/1957,CI,Caulked,rigid,Y,23,234.6524088
6645,553100,dist,2/1/1968,CI,Rubber Gasket,flexible,Y,11,49.96380477
6646,553100,dist,9/1/1996,CI,Caulked,rigid,,4,96.79509306
6647,553100,other,6/1/1940,CI,Rubber Gasket,flexible,Y,15,6.944455618
6648,553000,dist,8/1/1928,CI,Caulked,rigid,,9,736.8785651
6649,554002,other,8/1/1946,CI,Caulked,rigid,Y,10,136.1118652
6650,551102,trunk,11/1/1938,STL,Gas welded,brittle,,51,97.95724098
6652,551900,trunk,8/1/1965,STL,Gas welded,brittle,,45,260.9768053
6653,550301,trunk,3/1/1924,DI,,,,47,261.4349847
6654,550301,trunk,11/1/1962,DI,,,,70,95.00922272
6655,550301,trunk,4/1/1956,STL,Gas welded,brittle,,64,431.4820502
6656,551102,trunk,12/1/1966,STL,Gas welded,brittle,Y,36,276.0529093
6657,551102,trunk,11/1/1951,STL,Gas welded,brittle,Y,60,89.13570812
6658,551102,trunk,6/1/1924,CONC,Rubber Gasket,robust,,66,2317.266323
6659,577000,dist,12/1/1953,CI,Caulked,rigid,Y,8,1093.124548
6660,574500,dist,3/1/1913,STL,Arc-welded,robust,,19,386.1097903
6661,571701,trunk,3/1/1947,STL,,,,44,128.4887812
6662,571701,other,12/1/1936,CI,,,Y,8,175.330187
6663,571701,trunk,9/1/1951,STL,Gas welded,brittle,Y,31,359.6944775
6666,553802,other,3/1/1945,CI,,,,9,407.1243426
6667,570202,other,6/1/1959,AC,B&S,rigid,,3,14.74331174
6668,553702,other,6/1/1981,STL,Gas welded,brittle,,2,163.8945045
6669,553701,trunk,4/1/1976,DI,,,,33,81.02492081
6670,553701,trunk,3/1/1940,CONC,,,,59,1157.97631
6671,553701,other,11/1/1961,STL,Gas welded,brittle,Y,39,198.347347
6672,553701,trunk,1897-10-1,DI,,,,54,184.713284
6673,536201,trunk,7/1/1951,STL,Arc-welded,robust,Y,37,4.836222883
6674,536201,trunk,12/1/1951,CONC,,,,28,130.894984
6675,980012,trunk,10/1/1929,STL,Gas welded,brittle,Y,37,2884.536452
6676,553601,dist,10/1/1959,CI,,,Y,22,98.26747135
6677,553702,trunk,7/1/1925,STL,Arc-welded,robust,Y,71,185.1343664
6678,553701,trunk,4/1/1993,STL,Gas welded,brittle,,54,47.04624342
6679,553701,trunk,7/1/1970,STL,Arc-welded,robust,Y,64,96.30328824
6680,553601,dist,4/1/1963,CI,Caulked,rigid,,6,383.6857756
6681,573402,trunk,5/1/1985,STL,Arc-welded,robust,,43,99.85699706
6682,578000,trunk,9/1/1970,CONC,Rubber Gasket,robust,,29,1353.254037
6683,578000,trunk,5/1/1973,STL,,,,56,35.25112248
6684,573003,trunk,9/1/1946,STL,Gas welded,brittle,,66,81.41068928
6685,980011,trunk,11/1/1935,STL,Gas welded,brittle,Y,45,34.98483602
6686,578000,trunk,2/1/1939,STL,Arc-welded,robust,Y,53,165.8098575
6687,571000,dist,11/1/1967,CI,Caulked,rigid,Y,2,552.4303667
6688,571000,dist,9/1/1963,CI,,,Y,22,465.0688391
6689,571000,dist,2/1/1929,CI,Caulked,rigid,Y,1,1254.979504
6690,571000,dist,9/1/1977,DI,,,,5,450.3255028
6691,571000,dist,12/1/1948,CI,Caulked,rigid,,11,503.64341
6692,576903,dist,10/1/1901,DI,EQ joint,robust,,2,566.0507517
6693,543305,dist,4/1/1942,DI,EQ joint,robust,,1,727.6450882
6694,543321,dist,2/1/1994,CI,Caulked,rigid,,10,2439.412371
6695,543322,trunk,9/1/1979,STL,,,,53,2871.49236
6696,542106,dist,9/1/2013,CI,Caulked,rigid,,22,224.2368242
6697,542800,dist,8/1/1961,CI,Caulked,rigid,Y,1,587.9476783
6699,543100,trunk,10/1/1948,STL,Arc-welded,robust,Y,59,712.9729495
6700,542402,dist,4/1/1938,CI,,,,3,1591.106565
6701,540502,dist,1/1/1944,DI,EQ joint,robust,,16,515.1451515
6702,570703,dist,11/1/1900,DI,EQ joint,robust,,4,311.0374887
6703,570703,dist,10/1/1979,CI,Caulked,rigid,,10,449.7382208
6704,570703,dist,3/1/1948,HDPE,,,,11,450.6486549
6705,570703,dist,11/1/1942,CI,Caulked,rigid,,4,451.5270225
6706,570800,trunk,9/1/1993,CONC,,,,35,814.7819654
6707,554516,trunk,11/1/1961,CONC,,,,26,2159.014025
6708,570701,trunk,12/1/1936,STL,Arc-welded,robust,,47,1600.006334
6709,570703,dist,9/1/1910,CI,Caulked,rigid,,10,308.7353371
6710,570703,dist,12/1/1941,CI,Caulked,rigid,,8,122.9021744
6711,571300,other,2/1/1969,CI,,,Y,10,1615.81066
6712,570703,trunk,12/1/1970,STL,Gas welded,brittle,,69,398.8939168
6713,570703,dist,5/1/1996,DI,,,,8,233.5428026
6714,570203,dist,6/1/1962,DI,,,,7,812.321706
6715,554106,dist,3/1/1965,CI,Caulked,rigid,Y,2,2302.561578
6716,574602,dist,9/1/1923,CI,Rubber Gasket,flexible,,1,191.9365718
6717,574300,dist,6/1/1941,CI,,,Y,6,862.2655034
6718,574500,dist,8/1/2019,CI,Rubber Gasket,flexible,,10,389.3163337
6719,574500,dist,8/1/1919,CI,,,,11,47.76174331
6720,574300,dist,11/1/1976,CI,Caulked,rigid,,8,1841.491328
6721,574901,dist,11/1/1956,CI,Caulked,rigid,,2,156.40739
6722,574901,dist,11/1/1960,STL,Gas welded,brittle,Y,17,195.2048563
6723,574901,dist,2/1/1922,CI,Caulked,rigid,,16,452.4527549
6724,555002,dist,12/1/1960,AC,B&S,rigid,,8,80.41240939
6725,573800,dist,9/1/1964,CI,Rubber Gasket,flexible,,10,236.1646126
6728,555002,dist,10/1/1953,CI,Rubber Gasket,flexible,,1,103.6592354
6729,573800,dist,5/1/1932,CI,Caulked,rigid,,13,494.1755865
6731,554522,trunk,11/1/1960,STL,,,Y,33,11.39110491
6732,570901,trunk,3/1/1934,STL,,,,66,505.1801285
6733,555001,trunk,9/1/1966,CONC,,,,41,526.1374468
6734,571000,trunk,7/1/1976,STL,Gas welded,brittle,,45,853.0348142
6736,555001,trunk,11/1/1937,STL,Gas welded,brittle,,62,52.5693515
6737,554521,dist,7/1/1943,CI,,,,24,139.2688862
6738,554522,dist,12/1/1965,CI,Caulked,rigid,Y,2,526.0032879
6739,570001,dist,8/1/1948,AC,B&S,rigid,,9,982.5246033
6740,554522,dist,2/1/1920,STL,Gas welded,brittle,,20,77.97420049
6741,570901,dist,5/1/1913,AC,B&S,rigid,,4,311.8299584
6742,570701,dist,4/1/1957,CI,Rubber Gasket,flexible,,12,1217.650913
6743,554405,dist,1/1/1949,CI,Caulked,rigid,Y,20,1802.924535
6744,570701,dist,3/1/1952,CI,,,Y,7,116.3904776
6746,555001,dist,5/1/1945,CI,Caulked,rigid,,10,914.7881378
6747,554521,dist,1/1/1971,CI,Caulked,rigid,,10,3058.901367
6748,554521,dist,3/1/1950,CI,Caulked,rigid,,23,7322.536949
6750,578000,dist,5/1/1939,STL,Arc-welded,robust,Y,3,910.8988604
6751,572700,dist,6/1/1957,AC,,,,21,4621.110026
6752,575002,trunk,2/1/1974,STL,,,,56,61.89354578
6753,980006,dist,2/1/1938,CI,Caulked,rigid,,12,136.1951282
6755,570003,dist,6/1/1979,AC,B&S,rigid,,6,89.59054961
6756,573601,dist,8/1/1982,DI,EQ joint,robust,,9,791.1271421
6757,573601,dist,8/1/1926,CI,Caulked,rigid,Y,18,200.207728
6758,573601,dist,9/1/1932,CI,Caulked,rigid,,15,20.39180213
6759,573601,dist,11/1/1969,CI,Caulked,rigid,,15,76.08396452
6760,573601,dist,6/1/1933,CI,Caulked,rigid,,10,14.99395287
6761,574300,trunk,6/1/1990,STL,,,,39,967.6288607
6762,574201,dist,12/1/1929,CI,Caulked,rigid,Y,14,48.7152992
6763,575001,trunk,7/1/1929,CONC,,,,43,504.1771482
6764,571400,dist,12/1/1940,STL,Arc-welded,robust,Y,6,451.0191797
6765,571300,dist,8/1/1985,CI,,,,2,300.3831199
6766,572201,trunk,10/1/1947,STL,Gas welded,brittle,,40,153.1771133
6767,572201,trunk,6/1/1969,STL,Arc-welded,robust,Y,51,77.42350624
6768,576402,dist,5/1/1932,DI,EQ joint,robust,,10,3701.938425
6769,574201,trunk,9/1/1970,STL,,,Y,30,2284.158447
6770,571102,dist,8/1/1944,AC,,,,11,12.20220382
6771,573700,dist,4/1/2000,CI,Caulked,rigid,,20,1149.662685
6772,574100,dist,2/1/1958,DI,,,,7,1102.898842
6773,554516,trunk,8/1/2003,STL,Gas welded,brittle,,50,497.9020609
6774,573700,dist,2/1/1943,STL,,,,9,625.4884515
6775,554519,dist,9/1/1934,CI,,,,23,797.5092588
6776,573800,dist,4/1/1952,STL,Gas welded,brittle,,24,271.2686853
6777,554519,other,2/1/1959,DI,EQ joint,robust,,1,29.0897441
6778,554518,other,6/1/1976,DI,,,,4,9978.427128
6779,574100,dist,11/1/1941,CI,Caulked,rigid,Y,2,961.5638899
6780,555105,dist,2/1/1935,CI,Caulked,rigid,Y,8,808.5821003
6781,554522,dist,6/1/1965,CI,,,Y,11,810.4502574
6782,543203,other,3/1/1951,CI,Rubber Gasket,flexible,,6,715.1221015
6783,541300,other,2/1/1989,STL,Arc-welded,robust,,1,1646.587561
6784,543201,other,2/1/1958,CI,Rubber Gasket,flexible,Y,12,55.43566933
6785,542700,other,5/1/1955,CI,Caulked,rigid,Y,2,702.4879683
6786,542501,other,1/1/1960,DI,,,,11,1418.951507
6787,543305,other,11/1/1945,DI,EQ joint,robust,,9,3105.273717
6788,543321,trunk,6/1/1952,DI,EQ joint,robust,,46,2326.091471
6790,570800,dist,5/1/1961,CI,,,Y,12,775.9976865
6791,571202,dist,8/1/1963,CI,Caulked,rigid,Y,8,1033.12564
6792,571201,dist,2/1/1934,STL,,,,14,140.6481664
6793,571202,dist,1883-6-1,CI,Caulked,rigid,Y,10,355.854383
6794,571201,dist,10/1/1944,CI,Caulked,rigid,,1,995.6721487
6795,980002,trunk,3/1/1914,STL,Arc-welded,robust,Y,28,47.83270712
6796,980002,trunk,7/1/1973,STL,Gas welded,brittle,,41,47.33841603
6797,980002,trunk,3/1/1964,STL,Gas welded,brittle,,38,3352.070876
6798,980002,trunk,6/1/1973,STL,Gas welded,brittle,,32,383.9072659
6799,980002,trunk,9/1/1989,STL,,,,68,385.7751585
6800,570002,dist,1/1/1935,DI,EQ joint,robust,,4,1506.149685
6801,554802,dist,4/1/1976,CI,Caulked,rigid,,3,4156.41523
6802,554521,other,4/1/1978,CI,Caulked,rigid,,11,42.05248269
6803,551900,trunk,7/1/1928,STL,Gas welded,brittle,,59,133.1714672
6804,554521,other,10/1/1958,CI,Caulked,rigid,Y,6,26.18535144
6806,577800,other,2/1/1914,CI,Caulked,rigid,,10,15507.52271
6807,554522,other,9/1/1942,CI,Caulked,rigid,,3,2240.191495
6808,554521,other,10/1/1953,CI,,,Y,1,850.5931316
6809,554521,dist,12/1/1964,CI,Caulked,rigid,,8,41.47820937
6810,554521,dist,1/1/1962,CI,,,,10,41.52361181
6812,554521,dist,2/1/1939,AC,B&S,rigid,,5,96.2798666
6813,554521,dist,2/1/1937,CI,Caulked,rigid,,1,201.3322815
6814,554521,dist,12/1/1951,AC,B&S,rigid,,4,1149.068281
6815,980006,other,3/1/1921,DI,,,,8,41.37709127
6816,980006,other,2/1/1951,DI,,,,9,652.8484623
6817,554522,other,5/1/1972,CI,Rubber Gasket,flexible,,7,34.1909998
6818,555001,other,3/1/1942,CI,Caulked,rigid,,7,1699.687294
6819,980006,other,2/1/1960,AC,,,,2,25.20707398
6820,980006,other,2/1/1952,CI,Caulked,rigid,,7,2637.203851
6821,980006,other,11/1/1924,CI,Caulked,rigid,,9,59.91242488
6822,980006,other,4/1/1942,CI,Caulked,rigid,,8,27.52008835
6823,980006,other,4/1/1953,STL,Gas welded,brittle,Y,64,75.99434229
6825,980007,other,12/1/1946,CI,,,,12,5359.056248
6826,980006,trunk,2/1/1934,STL,Gas welded,brittle,Y,49,115.6114951
6827,570305,other,8/1/2002,CI,Caulked,rigid,,3,247.8286818
6828,577900,other,10/1/1964,DI,,,,8,13691.00465
6829,572201,dist,10/1/2009,CI,Caulked,rigid,,6,1562.488713
6830,573102,dist,8/1/1914,CI,,,,23,50.28453838
6831,575401,other,6/1/1931,AC,B&S,rigid,,4,17.25443978
6832,575401,dist,7/1/1960,CI,Caulked,rigid,Y,8,12.23663045
6833,572201,dist,3/1/1949,CI,Caulked,rigid,Y,5,343.3262653
6834,572201,dist,9/1/1952,CI,Caulked,rigid,,7,405.9092726
6835,573102,dist,11/1/1952,AC,B&S,rigid,,23,757.962918
6836,573003,dist,1/1/1962,DI,,,,8,747.3622537
6837,572201,dist,6/1/2004,CI,Caulked,rigid,,11,70.01837799
6838,573102,dist,2/1/1945,CI,Caulked,rigid,Y,7,65.74422983
6839,572202,dist,2/1/1913,DI,Rubber Gasket,flexible,,10,70.07815202
6840,571701,other,4/1/1978,CI,Caulked,rigid,,9,171.213065
6841,573102,dist,1/1/1906,CI,Caulked,rigid,Y,12,302.1633988
6842,574602,other,7/1/1946,CI,Caulked,rigid,,8,9.403898567
6843,574602,other,10/1/1999,AC,B&S,rigid,,2,13.63264597
6844,574500,dist,1/1/2001,CI,Caulked,rigid,,8,51.48216536
6845,574500,dist,2/1/1940,STL,,,,12,452.1414693
6846,577000,dist,1/1/1999,CI,Rubber Gasket,flexible,,10,2816.898299
6847,577605,dist,2/1/1971,CI,,,,11,642.2183266
6848,536201,trunk,4/1/1942,STL,,,Y,50,11.36600712
6849,536201,trunk,10/1/1940,STL,,,Y,31,5.107809697
6850,536104,trunk,11/1/1981,STL,Gas welded,brittle,,70,47.02746548
6851,540000,trunk,1/1/1914,STL,Arc-welded,robust,Y,25,49.07767845
6852,536201,trunk,10/1/1970,STL,Arc-welded,robust,Y,40,9.95979037
6853,536201,trunk,5/1/1968,DI,,,,36,312.6931871
6854,536201,other,9/1/1913,CI,Caulked,rigid,,6,114.920933
6855,536102,other,10/1/1941,CI,Caulked,rigid,,3,97.28022003
6856,536104,other,10/1/1986,CI,Caulked,rigid,,18,171.4075659
6859,534406,other,10/1/1963,CI,Caulked,rigid,Y,6,7394.766955
6860,536201,other,7/1/1922,DI,EQ joint,robust,,1,394.1688413
6861,553802,other,6/1/1932,STL,Gas welded,brittle,,57,805.1928164
6862,553701,other,6/1/1968,CI,Caulked,rigid,Y,9,4294.665803
6863,536201,other,6/1/1964,CI,Caulked,rigid,,2,227.238458
6864,553601,dist,10/1/1979,CI,,,,4,2340.915878
6865,536201,other,2/1/1970,DI,,,,34,171.1830663
6866,553802,other,8/1/1920,CI,Rubber Gasket,flexible,Y,2,162.3936528
6867,553802,other,10/1/1957,CI,Caulked,rigid,,6,159.1287284
6868,553702,other,11/1/1941,CI,Caulked,rigid,Y,23,152.6845248
6869,553702,other,11/1/1961,STL,Gas welded,brittle,Y,20,133.2334554
6870,571800,dist,6/1/1944,CI,Caulked,rigid,,12,364.6143416
6871,571502,trunk,7/1/1969,STL,Gas welded,brittle,Y,70,911.545744
6872,571502,trunk,8/1/1927,STL,Gas welded,brittle,,37,15.08321674
6873,571800,dist,4/1/1965,CI,Caulked,rigid,,8,399.3484705
6874,571800,dist,12/1/1963,AC,B&S,rigid,,12,144.0373949
6875,575201,dist,6/1/1965,STL,,,,22,201.1289804
6876,576401,dist,1/1/1988,CI,Caulked,rigid,,4,2379.629745
6877,570202,dist,3/1/1976,DI,EQ joint,robust,,4,391.0795243
6878,578100,trunk,7/1/1938,STL,,,Y,60,150.0861949
6879,574602,trunk,8/1/1924,DI,EQ joint,robust,,27,303.7686063
6880,578100,trunk,11/1/1979,STL,Arc-welded,robust,,69,522.9349588
6881,578100,dist,1/1/1957,CI,Caulked,rigid,Y,18,629.756904
6882,577000,other,11/1/1978,STL,,,,14,126.2809417
6885,573300,other,3/1/1982,CI,,,,8,231.2490358
6886,573300,other,4/1/2000,AC,B&S,rigid,,5,582.4824081
6887,980018,trunk,1/1/1946,STL,Arc-welded,robust,Y,32,774.1875817
6888,577606,dist,7/1/1946,AC,,,,10,1479.419909
6889,573300,dist,2/1/1998,CI,Caulked,rigid,,6,194.5676504
6890,573601,dist,12/1/1981,DI,,,,8,871.302396
6891,573601,dist,5/1/1953,CI,Caulked,rigid,Y,9,873.4909025
6892,573601,dist,6/1/2009,AC,B&S,rigid,,1,302.5445498
6893,573601,dist,3/1/1961,CI,Rubber Gasket,flexible,,8,32.66212875
6894,573601,dist,8/1/1945,CI,Caulked,rigid,,4,31.05264039
6895,574800,dist,2/1/1948,CI,Caulked,rigid,,7,288.2974664
6896,574800,dist,9/1/1917,CI,Caulked,rigid,Y,6,564.7629582
6897,574901,dist,6/1/1966,CI,Caulked,rigid,Y,22,448.3997302
6898,573601,dist,5/1/1943,CI,Caulked,rigid,Y,2,260.5202197
6899,573601,dist,3/1/1958,AC,B&S,rigid,,11,29.23593419
6900,573601,dist,12/1/1987,CI,Caulked,rigid,,12,28.57901178
6901,573601,dist,11/1/1971,CI,Rubber Gasket,flexible,,8,29.00308504
6902,573601,dist,11/1/1968,CI,,,Y,12,31.56016833
6903,573601,dist,11/1/1984,CI,Caulked,rigid,,3,720.7708437
6904,573601,dist,12/1/1969,STL,Gas welded,brittle,,3,108.2935129
6905,574902,dist,12/1/1978,CI,Caulked,rigid,,3,453.2638738
6906,574602,other,7/1/1976,STL,Arc-welded,robust,,26,416.5545295
6907,574602,other,9/1/1943,CI,Caulked,rigid,,15,210.7522369
6908,574500,other,5/1/1942,CI,,,Y,5,103.1714831
6910,574500,dist,5/1/1945,CI,Caulked,rigid,Y,8,3.770527405
6911,574500,dist,3/1/1940,CI,Rubber Gasket,flexible,,3,13.17392714
6912,574500,dist,5/1/1982,CI,Caulked,rigid,,24,207.6732696
6913,574400,dist,10/1/1987,CI,,,,12,243.5181161
6914,574602,dist,7/1/1975,CI,,,,4,155.8547862
6915,574602,dist,2/1/1969,DI,,,,6,112.7434202
6916,980018,dist,6/1/1960,AC,B&S,rigid,,7,931.5989158
6917,980018,dist,7/1/1938,CI,Caulked,rigid,Y,1,203.177917
6918,573800,dist,7/1/1985,DI,EQ joint,robust,,9,28.06420187
6919,573700,dist,11/1/1976,STL,,,,20,277.246934
6920,573700,dist,5/1/1967,DI,EQ joint,robust,,12,125.6312596
6921,573902,dist,8/1/1927,CI,Rubber Gasket,flexible,Y,10,253.2462608
6922,555212,dist,10/1/1948,CI,Caulked,rigid,,4,614.6678326
6923,574500,dist,9/1/1935,CI,Caulked,rigid,Y,4,793.6216539
6925,574901,dist,7/1/1964,CI,Caulked,rigid,Y,8,1126.84244
6928,573800,dist,2/1/1964,CI,Caulked,rigid,,7,1956.41123
6929,574500,dist,9/1/1947,STL,Gas welded,brittle,,5,9.850404661
6930,574500,dist,5/1/1975,CI,Caulked,rigid,,10,160.6260026
6931,574000,dist,8/1/1970,STL,Arc-welded,robust,Y,1,86.47304724
6932,574400,dist,1/1/1928,CI,Caulked,rigid,,3,3293.62408
6933,573800,dist,7/1/1943,CI,Caulked,rigid,Y,5,103.2079778
6934,573800,dist,1/1/1926,CI,Caulked,rigid,Y,12,123.9830244
6935,574500,dist,2/1/1948,CI,Caulked,rigid,Y,1,357.1783604
6936,574400,trunk,4/1/1955,STL,,,,57,726.706359
6937,555202,dist,7/1/1912,CI,Caulked,rigid,Y,4,213.9549854
6938,573601,other,8/1/1956,CI,,,Y,8,284.5255551
6939,573601,other,1/1/1976,CI,Caulked,rigid,,1,341.1650323
6940,573601,other,8/1/1970,STL,,,Y,24,13.92652381
6941,573700,dist,3/1/1910,STL,Gas welded,brittle,,12,811.3848467
6942,573601,dist,7/1/1937,CI,Caulked,rigid,Y,8,19.08267526
6943,573601,dist,7/1/1984,CI,Caulked,rigid,,3,1216.4299
6944,573601,dist,1/1/1955,CI,Caulked,rigid,Y,10,373.0850649
6945,573601,dist,9/1/1982,CI,Caulked,rigid,,1,372.7116248
6946,573700,dist,3/1/1921,CI,Caulked,rigid,,22,342.3980924
6947,573700,other,9/1/1953,CI,Caulked,rigid,Y,12,230.9019923
6948,573601,dist,2/1/1940,CI,Caulked,rigid,,4,581.9326895
6949,980006,other,12/1/1961,STL,Arc-welded,robust,,6,1356.873925
6950,573601,dist,3/1/1954,CI,Caulked,rigid,Y,5,458.4991407
6951,571400,other,11/1/1946,DI,EQ joint,robust,,2,781.7981676
6952,110108,other,9/1/1937,AC,B&S,rigid,,12,2833.402147
6953,571701,dist,1/1/1981,CI,,,,24,438.0863255
6954,570703,dist,6/1/1966,CI,Caulked,rigid,Y,4,201.9103553
6955,571703,trunk,11/1/1966,CONC,Rubber Gasket,robust,,43,357.8257192
6956,571502,trunk,1/1/1942,CONC,,,,53,785.9865686
6957,571300,trunk,3/1/1955,STL,Arc-welded,robust,,62,1600.316078
6958,570800,trunk,8/1/1926,STL,Arc-welded,robust,Y,49,814.5216537
6959,571701,trunk,7/1/1945,CONC,,,,49,113.1900709
6960,571704,trunk,5/1/1929,STL,Gas welded,brittle,,29,692.2926003
6961,571703,trunk,1/1/1924,STL,Gas welded,brittle,Y,38,223.8008147
6962,571701,trunk,5/1/1966,STL,,,Y,53,387.4660904
6963,571701,trunk,3/1/1935,STL,,,Y,68,331.5758051
6964,543305,trunk,12/1/1953,CONC,Rubber Gasket,robust,,50,325.9072322
6965,571505,trunk,9/1/1955,STL,,,,30,1569.15194
6966,571505,trunk,12/1/1908,STL,Arc-welded,robust,Y,63,1171.521598
6967,571704,dist,2/1/1978,CI,,,,3,344.3385469
6968,571502,dist,7/1/1963,CI,Caulked,rigid,Y,14,80.44005437
6970,555212,other,5/1/1945,CI,Rubber Gasket,flexible,,6,102.7939581
6971,110108,other,12/1/1952,CI,Caulked,rigid,,3,34.92582238
6972,110006,other,7/1/1984,CI,Rubber Gasket,flexible,,10,56.42077346
6973,110108,other,10/1/1971,CI,Caulked,rigid,Y,14,56.44707812
6974,110108,other,9/1/1916,CI,,,,24,41.446545
6976,110108,other,6/1/1946,CI,,,,10,71.86838923
6978,570202,dist,6/1/1944,CI,Caulked,rigid,Y,6,404.7422637
6979,570202,dist,8/1/1943,CONC,,,,20,88.09176809
6980,570502,dist,6/1/1942,STL,Gas welded,brittle,,15,385.4243979
6981,570202,dist,10/1/1941,CI,,,Y,19,52.6662153
6982,553100,other,2/1/1979,CI,,,,10,657.7302938
6983,554204,other,8/1/1938,CI,Caulked,rigid,,9,779.7574604
6984,553100,other,10/1/1926,CI,Caulked,rigid,Y,9,16.86623341
6985,553100,other,12/1/1991,CI,Caulked,rigid,,5,2.63695399
6986,554002,other,4/1/1975,CI,Caulked,rigid,,6,22.04300087
6987,553100,other,10/1/1960,STL,Gas welded,brittle,Y,71,11.32507913
6988,553100,other,5/1/1924,DI,,,,11,13.63096758
6989,553100,other,5/1/1977,CI,,,,2,36.96870271
6990,553100,other,3/1/1950,STL,,,,20,64.43689905
6991,554204,other,10/1/1953,DI,EQ joint,robust,,21,79.38590108
6993,554002,other,4/1/1980,DI,Rubber Gasket,flexible,,19,51.04120602
6994,554204,other,5/1/1945,CI,,,,4,727.6076384
6995,554002,other,7/1/1968,CI,Caulked,rigid,Y,9,916.7974048
6996,554204,other,4/1/1962,CONC,,,,28,96.98660784
6997,553100,dist,9/1/1956,CI,Caulked,rigid,Y,10,17.11104568
6998,554105,dist,12/1/1940,CI,,,,4,78.85788557
6999,553100,dist,9/1/1902,CI,Caulked,rigid,,8,201.6119147
7000,553100,dist,1/1/1922,STL,,,Y,17,582.7059082
7001,554105,dist,4/1/1958,CI,Caulked,rigid,,24,12.24638978
7002,554105,dist,9/1/1941,STL,Arc-welded,robust,,12,1070.730924
7003,110108,dist,12/1/1974,DI,,,,7,339.5087207
7004,570902,dist,10/1/1936,CI,Caulked,rigid,Y,4,664.0187315
7005,572600,dist,1/1/1968,STL,Arc-welded,robust,Y,16,308.6645107
7006,572600,dist,7/1/2017,CI,Caulked,rigid,,3,124.2683465
7007,572600,dist,1/1/1957,CI,Caulked,rigid,,20,269.5206
7008,980002,trunk,5/1/1932,STL,Arc-welded,robust,Y,62,777.416893
7009,543100,dist,2/1/1965,CI,Caulked,rigid,,4,1131.834724
7010,543100,dist,11/1/1973,CI,Caulked,rigid,,2,1292.587905
7011,543100,dist,12/1/1985,DI,EQ joint,robust,,11,351.286065
7012,550101,dist,2/1/1973,CI,Caulked,rigid,,7,1809.366017
7013,551001,dist,6/1/1986,CI,,,,7,1432.712392
7014,577800,dist,7/1/1935,CI,Caulked,rigid,,6,1545.867842
7015,555300,trunk,4/1/1958,STL,,,Y,35,1566.009485
7016,550101,dist,6/1/1959,AC,B&S,rigid,,9,587.9337603
7017,550201,dist,7/1/1973,CI,,,,5,896.3798207
7018,555300,dist,8/1/1959,DI,,,,12,1187.910848
7019,550201,dist,10/1/1934,AC,,,,12,164.1140144
7020,550202,dist,11/1/1938,DI,,,,10,405.5663745
