record_no,syszone,use_type,inst_date,material,joint,joint_type,cathodic,diameter,length_ft
7263,540300,dist,1931-4-1,CI,Rubber Gasket,flexible,,10.000000000000000,267.009983998043000
7264,540300,dist,1926-1-1,DI,EQ joint,robust,,15.000000000000000,286.205350552308000
7265,540202,dist,1994-2-1,DI,,,,21.000000000000000,850.454658541013000
7266,540300,dist,1936-11-1,DI,EQ joint,robust,,6.000000000000000,833.099845504660000
7267,540300,dist,1976-10-1,CI,,,,5.000000000000000,264.742913805204000
7268,540300,dist,1975-7-1,CI,Rubber Gasket,flexible,,4.000000000000000,320.535495834306000
7269,540300,dist,2005-3-1,CI,Caulked,rigid,,19.000000000000000,437.125532939935000
7270,540300,dist,2003-3-1,DI,,,,3.000000000000000,905.366257875556000
7271,540501,dist,1965-11-1,CI,Caulked,rigid,Y,21.000000000000000,260.936880226598000
7272,540501,dist,1982-5-1,DI,EQ joint,robust,,8.000000000000000,338.074082713315000
7273,540300,dist,1983-6-1,CI,Caulked,rigid,,6.000000000000000,606.612762061152000
7274,540501,dist,1992-9-1,STL,,,,20.000000000000000,66.398419524370400
7275,540501,dist,1916-6-1,CI,Caulked,rigid,,3.000000000000000,298.778679066587000
7276,555202,dist,1936-10-1,STL,Arc-welded,robust,,6.000000000000000,37.895192046926600
7277,574000,dist,1945-6-1,STL,Arc-welded,robust,,9.000000000000000,809.053830895806000
7278,573800,dist,1972-12-1,CI,,,,2.000000000000000,808.550036605342000
7279,574000,dist,1959-5-1,CI,Rubber Gasket,flexible,Y,9.000000000000000,701.504622458951000
7280,572001,trunk,1929-2-1,STL,,,,35.000000000000000,717.607877947365000
7281,571504,trunk,1964-7-1,DI,,,,27.000000000000000,3196.566089814490000
7283,980018,trunk,1953-10-1,STL,,,,37.000000000000000,145.583464603813000
7285,980018,trunk,2009-8-1,STL,,,,43.000000000000000,420.832504409070000
7286,980018,trunk,1935-3-1,CONC,,,,55.000000000000000,113.791020406907000
7289,980018,trunk,1927-6-1,STL,Arc-welded,robust,Y,53.000000000000000,116.923877385370000
7290,980018,trunk,1975-11-1,STL,Arc-welded,robust,,27.000000000000000,116.658060345465000
7291,980018,trunk,1941-5-1,STL,,,Y,60.000000000000000,123.259609357324000
7292,573403,trunk,1940-7-1,STL,Gas welded,brittle,,58.000000000000000,412.235235469012000
7293,574202,trunk,1944-10-1,STL,Gas welded,brittle,,34.000000000000000,1347.063870176090000
7294,574201,dist,1935-8-1,CI,,,Y,13.000000000000000,29.766690327401000
7295,574201,trunk,1946-9-1,STL,Gas welded,brittle,Y,41.000000000000000,1318.280961735510000
7296,980018,trunk,1961-3-1,STL,,,Y,35.000000000000000,127.278994142676000
7297,574400,trunk,1948-8-1,STL,,,,30.000000000000000,885.456160948045000
7298,574202,trunk,1984-7-1,CONC,,,,69.000000000000000,1340.108545223880000
7300,980018,trunk,1931-1-1,STL,,,,38.000000000000000,118.814696836847000
7301,574201,dist,1962-6-1,CONC,,,,18.000000000000000,535.648056276967000
7302,574202,trunk,1959-2-1,STL,Arc-welded,robust,,60.000000000000000,418.641253950003000
7303,574500,dist,1981-1-1,DI,,,,10.000000000000000,35.752530999372000
7304,574400,trunk,1957-5-1,STL,,,,61.000000000000000,58.875900494658400
7306,574400,trunk,1945-12-1,CONC,,,,55.000000000000000,54.961725364495800
7307,574400,trunk,1955-5-1,STL,Arc-welded,robust,Y,42.000000000000000,869.762954830220000
7308,574300,trunk,1981-1-1,STL,Gas welded,brittle,,43.000000000000000,2628.368046902380000
7309,574000,dist,1965-1-1,CI,Caulked,rigid,,12.000000000000000,163.472131322814000
7310,574000,dist,1935-6-1,CI,,,,4.000000000000000,231.021934322024000
7311,574400,dist,1912-12-1,CI,Caulked,rigid,Y,8.000000000000000,235.131872592584000
7312,540203,dist,1946-11-1,DI,,,,7.000000000000000,285.009560174588000
7313,536104,trunk,2004-11-1,STL,Gas welded,brittle,,64.000000000000000,1745.951093140400000
7314,535804,dist,1909-11-1,CI,Caulked,rigid,Y,4.000000000000000,5129.230105763600000
7315,540202,dist,1892-5-1,CI,Caulked,rigid,,5.000000000000000,2011.195382379660000
7316,540101,dist,1941-12-1,CI,,,Y,7.000000000000000,675.464642100180000
7317,540101,dist,1968-3-1,DI,EQ joint,robust,,9.000000000000000,899.488370774906000
7318,540102,dist,1921-12-1,CI,Caulked,rigid,,3.000000000000000,2680.689447804060000
7319,540101,dist,1965-6-1,CI,Rubber Gasket,flexible,Y,2.000000000000000,373.918778638150000
7320,535607,dist,1900-12-1,CI,Caulked,rigid,Y,5.000000000000000,1547.147115394460000
7321,540300,dist,1953-7-1,CI,Caulked,rigid,Y,8.000000000000000,1381.730180103540000
7322,540203,dist,1990-6-1,STL,Arc-welded,robust,,18.000000000000000,157.776614100497000
7323,540202,trunk,1956-3-1,STL,Gas welded,brittle,,25.000000000000000,3955.196444265810000
7324,535802,dist,1923-9-1,CI,,,Y,5.000000000000000,1642.289405552630000
7325,551300,dist,1938-10-1,CI,Caulked,rigid,,1.000000000000000,4588.315677630450000
7326,551402,dist,1919-12-1,CI,Rubber Gasket,flexible,,6.000000000000000,4649.262960935670000
7327,536102,dist,1977-8-1,CI,Caulked,rigid,,8.000000000000000,426.676668102360000
7328,536102,dist,1944-11-1,AC,,,,11.000000000000000,1370.942934368760000
7329,536102,dist,1919-9-1,CI,Caulked,rigid,,7.000000000000000,90.694818255690700
7330,535902,dist,1999-5-1,CI,Caulked,rigid,,3.000000000000000,2360.627406053870000
7331,535902,dist,1987-4-1,STL,Arc-welded,robust,,8.000000000000000,2011.301476905130000
7332,535901,dist,1937-4-1,CI,,,,5.000000000000000,1128.082654787090000
7333,535901,dist,1928-9-1,CI,Caulked,rigid,,9.000000000000000,1111.306086251340000
7334,535901,dist,1968-5-1,STL,Arc-welded,robust,,12.000000000000000,1986.427384425310000
7335,535901,dist,1942-4-1,DI,EQ joint,robust,,12.000000000000000,1106.816594630750000
7336,535901,dist,1956-8-1,CI,Caulked,rigid,Y,11.000000000000000,1108.783965791440000
7337,535902,dist,1936-6-1,AC,B&S,rigid,,12.000000000000000,3168.481433708850000
7338,540201,dist,1999-9-1,CI,Rubber Gasket,flexible,,3.000000000000000,626.124206743805000
7339,541500,dist,1974-11-1,CI,Caulked,rigid,,4.000000000000000,1797.197636777560000
7341,540300,dist,1921-8-1,CI,Rubber Gasket,flexible,Y,22.000000000000000,315.085357744076000
7342,540202,dist,1919-8-1,CI,Caulked,rigid,Y,20.000000000000000,437.918139938642000
7343,535902,dist,1961-8-1,CI,Caulked,rigid,Y,10.000000000000000,1072.169368436890000
7344,540202,dist,1908-5-1,CI,Caulked,rigid,Y,5.000000000000000,391.452561222250000
7345,540202,dist,1944-5-1,STL,,,,9.000000000000000,371.628933228396000
7346,540300,dist,1979-7-1,DI,EQ joint,robust,,3.000000000000000,435.541208284568000
7347,535802,dist,1943-5-1,DI,,,,9.000000000000000,965.378922746939000
7348,540300,dist,1951-10-1,CI,,,Y,1.000000000000000,210.299075929015000
7349,543000,trunk,1956-5-1,STL,Gas welded,brittle,,25.000000000000000,1787.671129811410000
7350,543000,trunk,1914-9-1,STL,Arc-welded,robust,Y,40.000000000000000,843.936154985664000
7351,541003,dist,1914-6-1,DI,EQ joint,robust,,6.000000000000000,1036.824721370360000
7352,541003,dist,1978-7-1,CI,Caulked,rigid,,5.000000000000000,622.125090100966000
7353,543321,trunk,2001-10-1,STL,Arc-welded,robust,,49.000000000000000,2336.636941944020000
7354,541003,dist,1971-2-1,CI,Caulked,rigid,Y,3.000000000000000,625.912033414924000
7355,543100,dist,1978-11-1,DI,,,,17.000000000000000,2191.614983008410000
7356,541003,dist,1963-3-1,CI,,,,15.000000000000000,377.684050984816000
7357,544002,dist,1936-11-1,CI,Caulked,rigid,,2.000000000000000,981.248931883570000
7358,542402,dist,2000-5-1,DI,Rubber Gasket,flexible,,9.000000000000000,795.310397440383000
7359,542502,dist,1922-7-1,AC,B&S,rigid,,15.000000000000000,191.620121832441000
7360,543305,dist,1960-3-1,CI,Caulked,rigid,Y,6.000000000000000,1096.028234279270000
7361,543203,dist,1933-7-1,AC,,,,4.000000000000000,2247.721357142940000
7362,542402,dist,1935-4-1,DI,,,,8.000000000000000,11.358066224796000
7363,543305,dist,1940-12-1,AC,B&S,rigid,,6.000000000000000,1582.525322247590000
7364,570403,dist,1945-5-1,CI,Caulked,rigid,Y,3.000000000000000,717.998281301753000
7365,543305,dist,1975-7-1,CI,,,,12.000000000000000,877.666995391274000
7366,544002,dist,1965-12-1,CI,Caulked,rigid,,11.000000000000000,396.073851408189000
7367,543305,dist,1900-2-1,CI,Caulked,rigid,Y,6.000000000000000,1274.566993226660000
7368,542402,dist,1943-10-1,DI,Rubber Gasket,flexible,,2.000000000000000,162.084796514392000
7369,544001,dist,1946-4-1,AC,B&S,rigid,,1.000000000000000,2764.545920293640000
7370,543203,dist,2012-10-1,DI,,,,1.000000000000000,9.919093376537230
7371,544002,dist,1949-11-1,DI,,,,4.000000000000000,573.602714208816000
7372,543203,dist,1919-10-1,CI,Caulked,rigid,,9.000000000000000,2221.767257420340000
7373,543305,dist,1924-12-1,DI,EQ joint,robust,,2.000000000000000,1436.757198414680000
7374,543203,dist,1919-2-1,DI,EQ joint,robust,,15.000000000000000,494.825564977607000
7375,543203,trunk,1944-3-1,STL,,,,27.000000000000000,234.155175752414000
7376,543321,dist,1994-9-1,CI,Caulked,rigid,,8.000000000000000,249.495174457763000
7377,543321,trunk,1933-11-1,STL,Arc-welded,robust,Y,48.000000000000000,294.236497445054000
7378,543203,dist,1913-5-1,STL,Gas welded,brittle,,2.000000000000000,237.545694752207000
7379,543203,trunk,1974-7-1,STL,Gas welded,brittle,,37.000000000000000,269.400752391211000
7380,543203,dist,1957-9-1,CI,Caulked,rigid,Y,7.000000000000000,269.250522677868000
7381,543203,dist,1992-12-1,CI,Caulked,rigid,,1.000000000000000,55.987184230748900
7382,570404,dist,1997-9-1,DI,,,,24.000000000000000,589.567300600630000
7383,570404,dist,1956-6-1,DI,EQ joint,robust,,10.000000000000000,524.817017389573000
7384,570404,dist,1949-1-1,CI,,,Y,14.000000000000000,826.960071561546000
7385,570404,dist,1961-9-1,CI,,,,9.000000000000000,191.447907149817000
7386,570404,dist,1971-12-1,CI,Caulked,rigid,Y,6.000000000000000,396.125802836244000
7387,542106,dist,1963-1-1,CI,Caulked,rigid,Y,4.000000000000000,409.379321765023000
7389,542200,trunk,1963-7-1,STL,,,Y,54.000000000000000,316.262456132600000
7390,541700,dist,1952-8-1,DI,EQ joint,robust,,5.000000000000000,260.997698023897000
7391,542000,dist,1964-12-1,CI,Caulked,rigid,,3.000000000000000,1863.910179487440000
7392,540502,dist,1926-11-1,CI,Caulked,rigid,,4.000000000000000,57.873870180901900
7393,554517,dist,1931-7-1,CI,Caulked,rigid,,12.000000000000000,60.376296374161100
7394,554517,dist,1964-12-1,CI,Caulked,rigid,Y,13.000000000000000,158.255870603060000
7395,554519,dist,1969-9-1,CI,Caulked,rigid,Y,12.000000000000000,55.945707750344700
7396,554519,dist,1934-7-1,CI,,,Y,8.000000000000000,176.632638116298000
7397,554519,dist,1956-6-1,CI,Caulked,rigid,Y,8.000000000000000,65.674714235665800
7398,980018,trunk,1966-9-1,STL,,,,31.000000000000000,143.817857111579000
7399,980018,dist,1984-2-1,DI,,,,3.000000000000000,763.069735080985000
7400,573403,dist,1940-2-1,CI,,,,7.000000000000000,162.910391538429000
7401,554521,dist,1931-4-1,CI,Caulked,rigid,Y,4.000000000000000,115.717463319728000
7402,110015,trunk,1980-6-1,STL,,,,69.000000000000000,7544.442533282920000
7403,110006,trunk,1895-4-1,STL,Gas welded,brittle,,62.000000000000000,829.336383745324000
7404,110006,trunk,1923-8-1,STL,Gas welded,brittle,,34.000000000000000,832.120211793160000
7405,573902,dist,1930-10-1,CI,,,,21.000000000000000,213.247060025798000
7407,573800,dist,1956-11-1,DI,EQ joint,robust,,8.000000000000000,701.503263212667000
7408,980006,dist,1930-3-1,DI,EQ joint,robust,,19.000000000000000,875.542390856597000
7409,980006,dist,1904-3-1,CI,Caulked,rigid,,4.000000000000000,877.885726283700000
7410,573902,dist,1971-12-1,CI,Caulked,rigid,Y,10.000000000000000,57.096597708255800
7411,555202,dist,1890-7-1,CI,Rubber Gasket,flexible,,2.000000000000000,57.865095181793400
7412,980006,dist,1976-2-1,CI,Caulked,rigid,,19.000000000000000,44.992762822149500
7413,555202,dist,1938-11-1,AC,,,,4.000000000000000,107.451001875073000
7414,573902,dist,1938-3-1,CI,Caulked,rigid,Y,17.000000000000000,39.254991182149100
7415,980006,dist,1975-9-1,AC,,,,7.000000000000000,46.169664566815900
7416,573902,dist,1956-4-1,CI,Caulked,rigid,,8.000000000000000,512.396597681203000
7417,540501,dist,1990-8-1,CI,,,,13.000000000000000,272.353132561384000
7418,540501,dist,1907-8-1,CI,Caulked,rigid,,19.000000000000000,266.985799055238000
7419,540501,dist,1937-8-1,CONC,,,,16.000000000000000,71.202066366971600
7420,553202,trunk,1940-5-1,STL,Arc-welded,robust,Y,26.000000000000000,90.770596126549600
7421,551900,trunk,1960-3-1,STL,Gas welded,brittle,,37.000000000000000,8.529659430401680
7422,575300,dist,1956-3-1,CI,Caulked,rigid,,20.000000000000000,1146.060234682450000
7423,573402,dist,2002-7-1,CI,Caulked,rigid,,3.000000000000000,1397.867057353200000
7424,574902,dist,1922-1-1,STL,Arc-welded,robust,Y,12.000000000000000,196.852094228727000
7425,575103,dist,1941-3-1,AC,B&S,rigid,,8.000000000000000,252.631819090704000
7426,578100,dist,1960-12-1,CI,Caulked,rigid,,20.000000000000000,1029.560275208120000
7427,570204,dist,1987-4-1,CI,Caulked,rigid,,5.000000000000000,753.627287425336000
7428,570203,dist,1979-5-1,CI,Caulked,rigid,,12.000000000000000,553.620404781969000
7429,573003,dist,1927-6-1,AC,,,,8.000000000000000,814.408770005135000
7430,980002,trunk,1977-8-1,STL,,,,71.000000000000000,72.960579446330200
7431,578000,dist,1945-11-1,CI,Caulked,rigid,Y,20.000000000000000,483.673659657829000
7432,577605,dist,1910-2-1,CI,Caulked,rigid,Y,14.000000000000000,439.183695058588000
7433,543905,dist,1954-9-1,CI,Caulked,rigid,Y,2.000000000000000,2079.914360016330000
7434,980002,dist,1938-9-1,CI,Caulked,rigid,Y,12.000000000000000,2075.214772206980000
7435,543905,dist,1952-9-1,CI,Caulked,rigid,Y,12.000000000000000,72.081562203924400
7436,543905,dist,1959-4-1,DI,Rubber Gasket,flexible,,1.000000000000000,81.446839397364100
7437,570404,dist,1993-9-1,DI,,,,8.000000000000000,825.158955821062000
7438,571900,dist,1925-12-1,CI,Rubber Gasket,flexible,Y,11.000000000000000,2093.553901372590000
7439,571400,dist,1955-4-1,CI,Caulked,rigid,,3.000000000000000,98.221500814063100
7440,571400,dist,1948-6-1,CI,Caulked,rigid,,8.000000000000000,312.394529210946000
7441,571400,dist,1972-5-1,CI,Rubber Gasket,flexible,,6.000000000000000,303.774240326238000
7442,571400,dist,1935-10-1,AC,B&S,rigid,,10.000000000000000,303.011612822673000
7444,571400,dist,1978-11-1,CI,Caulked,rigid,,4.000000000000000,285.210971590374000
7445,571400,dist,1944-3-1,STL,Gas welded,brittle,,1.000000000000000,303.841999959370000
7447,571400,dist,1993-3-1,CI,,,,7.000000000000000,241.404672013379000
7448,571400,dist,1936-3-1,CI,Caulked,rigid,,24.000000000000000,158.581864731208000
7449,571400,dist,1939-11-1,CI,,,Y,9.000000000000000,303.965468330370000
7450,571400,dist,2005-5-1,CI,Caulked,rigid,,6.000000000000000,245.086471962491000
7451,571400,dist,1942-7-1,DI,EQ joint,robust,,16.000000000000000,421.088498304319000
7452,571400,dist,1952-10-1,CI,,,,4.000000000000000,380.269510795428000
7453,570504,dist,1925-11-1,AC,,,,6.000000000000000,813.807131921477000
7454,570502,dist,1996-11-1,CI,Caulked,rigid,,6.000000000000000,809.368249998998000
7455,541003,dist,1941-2-1,DI,EQ joint,robust,,5.000000000000000,610.073683714287000
7456,543321,dist,1993-3-1,CI,Caulked,rigid,,1.000000000000000,70.595075019714900
7457,543321,dist,1939-8-1,CI,Caulked,rigid,,10.000000000000000,39.871224182359900
7458,543321,dist,1959-7-1,CI,Caulked,rigid,Y,10.000000000000000,147.408004701142000
7459,543321,dist,2002-8-1,DI,,,,1.000000000000000,195.407490838978000
7460,543321,dist,1947-10-1,CI,Caulked,rigid,,7.000000000000000,58.811306198876400
7461,543321,dist,1964-2-1,CI,Caulked,rigid,Y,21.000000000000000,93.796747187533600
7462,543321,dist,1894-9-1,CI,,,,5.000000000000000,101.347637346950000
7463,543321,dist,1937-5-1,HDPE,Fused,robust,,24.000000000000000,99.989886766922600
7464,543321,dist,1971-1-1,CI,,,Y,1.000000000000000,81.974927854954500
7466,543321,dist,2000-4-1,CI,Rubber Gasket,flexible,,24.000000000000000,44.032195806410900
7467,543321,dist,1933-2-1,CI,Rubber Gasket,flexible,Y,15.000000000000000,94.121849328832000
7468,543321,dist,1966-10-1,CI,Caulked,rigid,,12.000000000000000,107.859312866227000
7469,543321,dist,1927-12-1,AC,B&S,rigid,,21.000000000000000,72.584137634150200
7470,543321,dist,1985-5-1,DI,,,,9.000000000000000,62.653910810559300
7471,543321,dist,1997-11-1,CI,Caulked,rigid,,2.000000000000000,68.601428563241100
7473,543321,dist,1985-2-1,CI,Caulked,rigid,,5.000000000000000,166.572489752763000
7474,543321,dist,1969-9-1,CI,Rubber Gasket,flexible,Y,12.000000000000000,351.248127110532000
7475,543321,dist,1965-2-1,CI,Caulked,rigid,,8.000000000000000,45.881464643093900
7476,543321,dist,1930-7-1,CI,Caulked,rigid,,4.000000000000000,218.639756986210000
7477,543321,dist,1922-11-1,CI,Caulked,rigid,,3.000000000000000,200.424194356770000
7478,543321,dist,1983-11-1,AC,B&S,rigid,,12.000000000000000,76.167521565032700
7479,543321,dist,1945-7-1,CI,Caulked,rigid,Y,5.000000000000000,76.969892289540300
7480,543321,dist,1934-5-1,STL,Arc-welded,robust,Y,3.000000000000000,79.682085772036500
7481,543321,dist,1946-1-1,CI,Caulked,rigid,,11.000000000000000,88.114714238778900
7483,543321,dist,1985-7-1,CI,Caulked,rigid,,1.000000000000000,101.214459498365000
7484,543321,dist,1984-9-1,STL,Gas welded,brittle,,12.000000000000000,48.120603521553900
7485,543321,dist,1970-12-1,STL,Gas welded,brittle,,11.000000000000000,33.877385630802600
7486,543321,dist,1952-8-1,CI,Caulked,rigid,,2.000000000000000,205.365825369506000
7487,543321,dist,1928-7-1,CI,,,,20.000000000000000,101.591486570539000
7488,543321,dist,1954-10-1,AC,B&S,rigid,,6.000000000000000,56.340963204428500
7489,543321,dist,1977-8-1,CI,Caulked,rigid,,10.000000000000000,91.386801880692900
7490,543321,dist,1931-1-1,DI,,,,7.000000000000000,88.333452751943000
7491,543321,dist,1940-12-1,CI,Caulked,rigid,Y,13.000000000000000,220.281158309725000
7492,543321,dist,1951-4-1,AC,,,,7.000000000000000,54.798770164386000
7493,543321,dist,1964-10-1,CI,,,Y,12.000000000000000,123.889440637120000
7494,543321,dist,1913-10-1,CI,Rubber Gasket,flexible,Y,6.000000000000000,48.988135730452400
7495,543321,dist,1956-2-1,DI,,,,21.000000000000000,220.505631778738000
7496,543321,dist,1960-4-1,HDPE,,,,19.000000000000000,150.879820784682000
7497,543321,dist,1907-8-1,STL,Gas welded,brittle,,16.000000000000000,83.767622219174400
7498,543321,dist,1922-4-1,CI,Caulked,rigid,,1.000000000000000,133.233489576003000
7499,543321,dist,1966-3-1,CI,Rubber Gasket,flexible,,5.000000000000000,62.567380295446000
7500,543321,dist,1950-7-1,CI,,,,9.000000000000000,59.936121405865700
7501,543321,dist,1922-2-1,CI,,,,9.000000000000000,81.612163073220700
7502,543321,dist,1951-11-1,CI,Caulked,rigid,Y,11.000000000000000,109.561439700938000
7503,543321,trunk,1965-11-1,STL,Arc-welded,robust,,67.000000000000000,29.479477991307800
7504,543100,trunk,1947-8-1,STL,Arc-welded,robust,Y,26.000000000000000,77.358781554785000
7505,541003,dist,1972-7-1,DI,,,,9.000000000000000,599.168487184102000
7506,543321,dist,1960-11-1,CI,Caulked,rigid,,5.000000000000000,62.568547560185800
7507,543321,dist,1982-2-1,CI,Rubber Gasket,flexible,,8.000000000000000,268.485697210214000
7508,541003,dist,1943-5-1,AC,B&S,rigid,,9.000000000000000,51.447054376851400
7509,543321,dist,1960-3-1,CI,Caulked,rigid,,4.000000000000000,154.790462843455000
7510,541003,dist,1962-7-1,DI,EQ joint,robust,,1.000000000000000,237.518731888509000
7511,541003,dist,1955-11-1,CI,Rubber Gasket,flexible,,13.000000000000000,250.750560501146000
7512,543321,dist,1985-12-1,CI,,,,7.000000000000000,77.591534977101100
7513,543321,dist,1967-12-1,CI,Caulked,rigid,Y,24.000000000000000,117.691255247730000
7514,541003,dist,1945-7-1,CI,Rubber Gasket,flexible,Y,12.000000000000000,459.527606579546000
7515,543321,dist,1949-5-1,DI,EQ joint,robust,,6.000000000000000,318.509344944950000
7516,541003,dist,1966-8-1,CI,Caulked,rigid,,3.000000000000000,363.507364698496000
7517,543321,dist,1979-5-1,CI,Caulked,rigid,,5.000000000000000,378.157691939674000
7518,541003,dist,1957-5-1,AC,B&S,rigid,,1.000000000000000,491.169660482387000
7521,543321,dist,1921-3-1,CI,Caulked,rigid,,8.000000000000000,405.995707108129000
7522,543321,dist,1931-1-1,CI,Caulked,rigid,,11.000000000000000,850.682473771582000
7523,543321,dist,1933-3-1,STL,,,Y,12.000000000000000,112.159525105388000
7524,543321,dist,1949-3-1,DI,,,,1.000000000000000,53.512639071485200
7525,543321,dist,1939-8-1,CI,Caulked,rigid,,24.000000000000000,36.393473753809600
7526,541003,dist,1988-6-1,CI,Caulked,rigid,,8.000000000000000,31.292209394881600
7527,543321,dist,1935-5-1,CI,Caulked,rigid,,5.000000000000000,90.907305814110600
7528,543321,dist,1953-6-1,CI,Rubber Gasket,flexible,Y,12.000000000000000,32.390922175092500
7529,543321,dist,1944-6-1,CI,Caulked,rigid,,8.000000000000000,101.375841799743000
7530,543321,dist,1990-3-1,CI,,,,8.000000000000000,209.085851318986000
7531,543321,dist,1977-1-1,CI,Caulked,rigid,,18.000000000000000,106.263058310188000
7532,543321,dist,1939-7-1,STL,,,,21.000000000000000,39.030845939638400
7534,543321,dist,1920-3-1,AC,B&S,rigid,,4.000000000000000,82.865631389901500
7535,543321,dist,1902-10-1,AC,B&S,rigid,,4.000000000000000,108.122676051510000
7536,543321,dist,1916-9-1,AC,B&S,rigid,,4.000000000000000,269.648358460669000
7537,543321,dist,1936-2-1,CI,Caulked,rigid,Y,3.000000000000000,273.071301098929000
7538,541003,dist,1965-2-1,CI,Caulked,rigid,,8.000000000000000,145.185082302708000
7539,541003,dist,1951-3-1,AC,,,,2.000000000000000,354.532000618613000
7540,543321,dist,1947-6-1,CI,,,,7.000000000000000,361.983502804467000
7542,541003,dist,1994-11-1,DI,EQ joint,robust,,2.000000000000000,107.386997595332000
7543,543321,dist,1956-3-1,CI,Caulked,rigid,,6.000000000000000,305.015498343634000
7544,543321,dist,1957-5-1,DI,,,,8.000000000000000,85.498558162052800
7545,543321,dist,1932-10-1,DI,,,,13.000000000000000,340.561471577792000
7546,541003,dist,1954-4-1,STL,Arc-welded,robust,Y,22.000000000000000,372.193671371393000
7547,543321,dist,1972-8-1,STL,Arc-welded,robust,,23.000000000000000,103.867278855891000
7548,543321,dist,1949-11-1,DI,Rubber Gasket,flexible,,11.000000000000000,46.374659695490600
7549,543321,dist,1914-2-1,DI,,,,2.000000000000000,363.738664209953000
7550,570306,dist,2007-12-1,DI,,,,7.000000000000000,1036.293810990390000
7551,570305,dist,1968-2-1,CI,Caulked,rigid,,5.000000000000000,495.681937634588000
7552,570303,dist,1957-10-1,CI,Caulked,rigid,,4.000000000000000,283.261907363996000
7553,570701,dist,1953-4-1,DI,,,,24.000000000000000,706.825227879135000
7554,570902,dist,1912-7-1,CI,,,,9.000000000000000,1264.664580683170000
7555,570703,dist,1911-5-1,CI,,,,7.000000000000000,503.047081598925000
7556,570800,dist,1911-4-1,AC,B&S,rigid,,5.000000000000000,4953.349844291540000
7557,570701,dist,1930-7-1,CI,Rubber Gasket,flexible,Y,12.000000000000000,472.855920435352000
7558,570701,dist,1975-4-1,AC,B&S,rigid,,3.000000000000000,350.553864131532000
7559,570701,dist,1987-5-1,DI,EQ joint,robust,,11.000000000000000,135.101151144576000
7560,570701,dist,1958-7-1,CI,Caulked,rigid,,6.000000000000000,475.335970741148000
7561,570701,dist,1992-6-1,DI,,,,5.000000000000000,447.341985774404000
7562,570701,dist,1963-8-1,CI,,,Y,12.000000000000000,354.167866714533000
7563,553100,dist,1925-3-1,STL,Arc-welded,robust,,7.000000000000000,97.169949129197400
7564,553100,dist,2003-12-1,AC,B&S,rigid,,11.000000000000000,806.088982789098000
7565,553100,dist,1967-4-1,CI,Caulked,rigid,,7.000000000000000,107.516947666372000
7566,980018,dist,1954-11-1,DI,EQ joint,robust,,5.000000000000000,299.462148995568000
7567,980018,dist,1952-8-1,CI,Caulked,rigid,Y,5.000000000000000,142.683065081004000
7568,980018,dist,1967-2-1,CI,Caulked,rigid,Y,8.000000000000000,337.663950997913000
7569,980018,dist,1968-11-1,CI,Caulked,rigid,Y,8.000000000000000,573.293852646533000
7570,980018,dist,1978-7-1,CI,Rubber Gasket,flexible,,4.000000000000000,826.024941514526000
7571,980018,dist,1937-10-1,CI,,,Y,4.000000000000000,565.668381656663000
7572,980018,dist,1912-12-1,CI,,,,2.000000000000000,153.100108402648000
7573,980018,dist,1942-4-1,STL,Arc-welded,robust,,4.000000000000000,60.297590180488500
7574,573402,dist,1962-9-1,CI,,,,24.000000000000000,37.600974290144300
7575,980018,dist,1929-6-1,AC,,,,19.000000000000000,107.171890535304000
7576,980018,dist,1977-8-1,CI,Caulked,rigid,,10.000000000000000,63.428831387637000
7577,980018,dist,1994-1-1,CI,Caulked,rigid,,6.000000000000000,962.267403115712000
7578,980006,dist,1966-2-1,CI,Rubber Gasket,flexible,Y,20.000000000000000,57.045600716186300
7579,574100,dist,1927-12-1,CI,,,Y,4.000000000000000,345.438118911513000
7580,980018,dist,1915-4-1,DI,,,,2.000000000000000,176.391784346623000
7581,554302,trunk,1976-3-1,DI,EQ joint,robust,,42.000000000000000,736.671597430600000
7582,554403,dist,1946-3-1,CI,,,Y,16.000000000000000,2963.122631856810000
7583,554521,dist,1997-9-1,CI,Caulked,rigid,,11.000000000000000,89.567071470733000
7584,551900,dist,1960-5-1,STL,Gas welded,brittle,,21.000000000000000,304.878390195703000
7585,552001,dist,1947-4-1,DI,Rubber Gasket,flexible,,5.000000000000000,265.862751914993000
7586,552001,dist,1890-7-1,CI,Caulked,rigid,,4.000000000000000,303.714261380011000
7587,552001,dist,1950-2-1,DI,,,,11.000000000000000,273.194532147830000
7588,550202,dist,1960-6-1,CI,Caulked,rigid,,10.000000000000000,30.852092930670200
7589,550201,dist,1948-12-1,CI,Caulked,rigid,,9.000000000000000,880.198938509577000
7590,550202,dist,1966-11-1,CI,Rubber Gasket,flexible,,4.000000000000000,1602.721311654940000
7591,551900,dist,1960-5-1,CI,Caulked,rigid,,14.000000000000000,569.983676022438000
7592,554001,dist,1969-8-1,AC,,,,2.000000000000000,3316.848186098160000
7593,540501,trunk,1892-7-1,CONC,,,,55.000000000000000,117.078051828303000
7594,534203,dist,1977-7-1,CI,Rubber Gasket,flexible,,12.000000000000000,4272.892444295450000
7595,574602,trunk,1944-3-1,CONC,,,,41.000000000000000,297.586600161444000
7596,574902,dist,1938-9-1,CI,Caulked,rigid,Y,11.000000000000000,400.036136189562000
